file,dmp_id_present,dmp_id_type_doi,dmp_id_type_handle,dmp_id_type_ark,dmp_id_type_url,dmp_id_type_other,dmp_has_alternate_id,dmp_n_alternate_ids,dmp_has_related_id,dmp_n_related_ids,language_eng,language_present,has_created,has_modified,ethical_issues_exist_yes,ethical_issues_exist_filled,ethical_issues_description_present,ethical_issues_description_length,has_ethical_issues_report,plan_title_present,plan_title_length,plan_description_present,plan_description_length,contact_has_name,contact_has_mbox,contact_has_id,contact_id_is_orcid,contact_id_is_isni,contact_id_is_openid,contact_n_ids,contact_has_affiliation,contact_affiliation_has_ror,contact_affiliation_has_grid,contact_affiliation_has_isni,n_contributors,n_contributors_binned,contributor_has_orcid,contributor_has_mbox,contributor_has_affiliation,contributor_role_owner,contributor_role_researcher,contributor_role_contact,contributor_role_datamanager,contributor_role_steward,contributor_n_distinct_roles,has_cost,n_cost_items,cost_has_value,cost_has_currency,cost_has_description,cost_total_value,has_project,project_has_description,project_has_start,project_has_end,project_has_project_id,has_funding,has_funder_id,funder_id_type_fundref,has_grant_id,funding_status_planned,funding_status_applied,funding_status_granted,funding_status_rejected,funding_has_status,funding_funder_is_ec,n_datasets,n_datasets_binned,dataset_personal_data_yes,dataset_personal_data_filled,dataset_sensitive_data_yes,dataset_sensitive_data_filled,dataset_id_type_doi,dataset_id_type_handle,dataset_id_type_ark,dataset_id_type_url,dataset_id_type_other,dataset_has_alternate_id,dataset_has_related_id,dataset_any_is_reused,dataset_is_reused_filled,dataset_rights_any_present,dataset_rights_total_length,dataset_has_creator,dataset_creator_has_orcid,dataset_creator_has_affiliation,dataset_desc_any_present,dataset_desc_total_length,dataset_title_any_present,dataset_preservation_any_present,dataset_preservation_total_length,dataset_has_dqa,dataset_has_issued,dataset_has_keywords,dataset_n_keywords_total,dataset_has_security_privacy,dataset_has_technical_resource,dataset_tech_resource_has_id,dataset_any_language_set,dataset_all_eng,dataset_any_type_set,dataset_has_metadata_standard,dist_any_format_specified,dist_any_bytesize_specified,dist_any_access_specified,dist_access_open,dist_access_shared,dist_access_closed,dist_any_license_specified,dist_license_is_cc,dist_license_has_embargo,dist_any_access_url,dist_any_download_url,dist_any_available_until,dist_any_issued,dist_any_host,dist_host_certified,dist_host_has_geo,dist_host_has_pid_system,dist_host_versioning_yes,dist_host_versioning_filled,dist_host_has_backup,dist_host_has_availability,dist_host_has_host_id,dist_host_cert_iso16363,dist_host_cert_coretrustseal,dist_host_cert_dsa,dist_host_cert_iso16919,dist_host_cert_dini_zertifikat,dist_host_cert_din31644,dist_host_cert_trac,dist_host_cert_wds,dist_host_pid_doi,dist_host_pid_handle,dist_host_pid_url,dist_host_pid_urn,dist_host_pid_ark,dist_host_pid_other
3c432f87-e27b-4952-b075-021d2d856d48,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,150,1,399,1,0,1,0,0,0,1,0,0,0,0,2,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,358,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3cb5e810-6b03-44a3-a302-f81f0432c62c,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,15,1,101,1,0,1,0,0,0,1,0,0,0,0,2,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d2be6e4-2ed3-4190-b955-11f9397c2d58,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,131,1,565,1,0,1,0,0,0,1,0,0,0,0,8,3,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,383,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e0ffaac-3fa7-4322-bf40-64da82793ac5,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,85,1,1006,1,0,1,0,0,0,1,0,0,0,0,4,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,705,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3e234fcf-6353-479b-a21f-f8b074c22cb2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,155,1,1090,1,0,1,0,0,0,1,0,0,0,0,6,3,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1550,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3e469277-4c6d-4268-b281-f2e66fee7e66,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,69,1,434,1,0,1,0,0,0,1,0,0,0,0,3,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,41,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3e696100-091f-4080-b228-631f959fe63d,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,145,1,1488,1,0,1,0,0,0,1,0,0,0,0,2,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1221,1,0,0,0,0,1,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3e76f58c-8218-4111-8777-2037d292e454,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,732,0,1,53,1,1507,1,0,1,0,0,0,1,0,0,0,0,13,3,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0.0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1645,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3eb22d2c-3722-437e-bd78-d46b76ffacc5,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,92,1,1767,1,0,1,0,0,0,1,0,0,0,0,9,3,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ec1f300-9a2b-43e0-918c-23eba871fa00,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,108,1,1420,1,0,1,0,0,0,1,0,0,0,0,7,3,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1090,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3fdc3126-6df2-4ee1-9aec-3a067932cf46,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,69,1,734,1,0,1,0,0,0,1,0,0,0,0,2,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,657,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3fe31445-f9f0-4375-af9a-15caf4a08b90,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,67,1,128,1,0,1,0,0,0,1,0,0,0,0,3,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2932,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
403c2a3b-825c-46e0-91ce-2c1a6f26c482,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,9,1,1950,1,0,1,0,0,0,1,0,0,0,0,5,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13272,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406a8dde-7568-4c80-b366-281eea7346d3,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,47,1,383,1,0,1,0,0,0,1,0,0,0,0,2,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,331,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40cac1e3-ccd3-4f0e-8ccf-cbeb8ed659e5,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,149,0,1,120,1,2122,1,0,1,0,0,0,1,0,0,0,0,5,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,851,1,0,0,0,0,1,29,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
417be6c9-71e9-42c2-a889-e996603b1bde,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,100,1,1702,1,0,1,0,0,0,1,0,0,0,0,3,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2273,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
417d56c3-fada-4d4f-9fcb-350e42571d32,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,28,0,0,1,0,1,0,0,0,1,0,0,0,0,33,3,1,0,0,1,1,0,0,0,3,1,6,1,0,1,130000.0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,13,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4847,1,1,1817,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4191ad28-af13-4c03-8e8e-2f2f6515d92f,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,18,1,587,1,0,1,0,0,0,1,0,0,0,0,4,2,1,0,0,1,1,0,0,0,2,1,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41b16180-4d39-46a4-ba87-5c296a1ee776,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,102,1,127,1,0,1,0,0,0,1,0,0,0,0,10,3,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,379,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41efe648-61da-4ebb-947c-8265bed6531c,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,18,1,429,1,0,1,0,0,0,1,0,0,0,0,7,3,1,0,0,1,1,0,0,0,3,1,1,1,0,0,0.0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,269,1,1,205,1,0,1,3,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42b21562-b53c-4476-a25b-225813e7970b,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,72,1,634,1,0,1,0,0,0,1,0,0,0,0,5,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,667,1,0,0,0,0,1,12,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42b78baf-858b-41e6-86ea-e9ed65578761,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,100,1,1127,1,0,1,0,0,0,1,0,0,0,0,2,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,286,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42ba8bcd-7332-45ec-8631-be811ab879b9,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,38,1,230,1,0,1,0,0,0,1,0,0,0,0,5,2,1,0,0,1,1,0,0,0,2,1,2,1,0,0,0.0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,546,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42e89b1b-83ff-48ac-baf1-efc1d71ef272,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,126,1,1337,1,0,1,0,0,0,1,0,0,0,0,3,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1977,1,0,0,0,0,1,6,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42eff5b3-e2f6-4e43-ae65-b7212f9790fa,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,32,1,912,1,0,1,0,0,0,1,0,0,0,0,44,3,1,0,0,1,1,0,0,0,3,1,1,0,0,1,0.0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43302306-fa68-4aff-aa5b-ed4ef0a0a627,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,8,1,758,1,0,1,0,0,0,1,0,0,0,0,3,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43d6ebe9-3a59-4630-b7ac-e37fe22c19c3,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,89,1,1574,1,0,1,0,0,0,1,0,0,0,0,2,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,631,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
43f6cd20-7c8e-4d8b-b740-6f959a2e7923,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,45,1,953,1,0,1,0,0,0,1,0,0,0,0,5,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,0,1,3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44072063-d398-4c37-9eb0-cb24ca3dfe3d,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,32,1,2800,1,0,1,0,0,0,1,0,0,0,0,3,2,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0.0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6079,1,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443f4280-2fe8-4ef4-9f0b-bf509873de9d,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,113,1,2412,1,0,1,0,0,0,1,0,0,0,0,16,3,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,563,1,0,0,0,0,1,9,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4580c1e6-dbe4-4571-9efd-f27ea0908476,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,164,1,240,1,0,1,0,0,0,1,0,0,0,0,6,3,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,192,1,0,0,0,0,1,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45908399-ab41-4bfa-9c05-bc57b022f8ee,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,4,1,166,1,0,1,0,0,0,1,0,0,0,0,9,3,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,83,1,0,0,0,0,1,4,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4591ea1a-b305-46ab-b8eb-e4206d5030c3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,127,1,1683,1,0,1,0,0,0,1,0,0,0,0,6,3,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3513,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45aebe30-bbc3-45ed-afea-40ea8a052d59,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,39,1,714,1,0,1,0,0,0,1,0,0,0,0,4,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1191,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45deff5d-3335-4650-b7d0-88c7477cf9ad,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,79,1,493,1,0,1,0,0,0,1,0,0,0,0,3,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465b02b4-4ef5-441c-b58d-ae7ca3056304,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,13,1,19,1,0,1,0,0,0,1,0,0,0,0,2,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47185fd9-ecf3-4e01-b2e6-c4f04e33694f,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,77,0,1,61,1,1054,1,0,1,0,0,0,1,0,0,0,0,2,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,315,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47b7d96f-5249-448a-86bf-1511146cb60a,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,99,1,3547,1,0,1,0,0,0,1,0,0,0,0,2,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,589,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47b8f69c-d2f0-42ed-8472-b028f5464ed1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,223,0,1,93,1,826,1,0,1,0,0,0,1,0,0,0,0,12,3,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,341,1,0,0,0,0,1,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47bd1520-2cea-43ec-90f3-f9efbffbbfda,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,97,1,576,1,0,1,0,0,0,1,0,0,0,0,17,3,1,1,0,1,1,0,0,0,5,1,1,0,0,1,0.0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1447,1,1,2052,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47c0ac0f-fef9-4de1-94df-b96be5cd00e9,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,156,1,3962,1,0,1,0,0,0,1,0,0,0,0,9,3,1,0,0,1,1,0,0,0,2,1,3,1,0,1,0.0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,3,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1769,1,1,228,0,0,1,15,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
